model,id,polarity,category,margin,polarity_ok,nn_id,nn_text,category_ok
intfloat/multilingual-e5-base,N-patents-03,neg,patents,0.0057,False,P-farming_practice-05,Raccolti a mano,False
intfloat/multilingual-e5-base,N-origin-01,neg,origin,0.0307,False,P-vegan-05,100% vegetale,False
intfloat/multilingual-e5-base,N-origin-02,neg,origin,-0.0141,True,N-sales_rank-01,N°1 in Italia,False
intfloat/multilingual-e5-base,N-origin-03,neg,origin,-0.0033,True,N-origin-02,Prodotto in Italia,True
intfloat/multilingual-e5-base,N-quality_scheme-01,neg,quality_scheme,-0.0772,True,N-quality_scheme-02,Prosciutto di Parma DOP,True
intfloat/multilingual-e5-base,N-quality_scheme-02,neg,quality_scheme,-0.0614,True,N-quality_scheme-01,Parmigiano Reggiano DOP,True
intfloat/multilingual-e5-base,N-quality_scheme-03,neg,quality_scheme,0.0013,False,P-undefined_natural-04,Prodotto con ingredienti di origine naturale,False
intfloat/multilingual-e5-base,N-quality_scheme-04,neg,quality_scheme,0.0054,False,P-undefined_natural-04,Prodotto con ingredienti di origine naturale,False
intfloat/multilingual-e5-base,N-free_from_non_pollutant-01,neg,free_from_non_pollutant,0.0088,False,P-pollutant_free-02,Senza fosfati,False
intfloat/multilingual-e5-base,N-free_from_non_pollutant-02,neg,free_from_non_pollutant,-0.0086,True,N-free_from_non_pollutant-03,Senza lattosio,True
intfloat/multilingual-e5-base,N-free_from_non_pollutant-03,neg,free_from_non_pollutant,-0.0155,True,N-free_from_non_pollutant-02,Senza glutine,True
intfloat/multilingual-e5-base,N-free_from_non_pollutant-04,neg,free_from_non_pollutant,0.0068,False,P-vegan-04,Senza ingredienti di origine animale,False
intfloat/multilingual-e5-base,N-free_from_non_pollutant-05,neg,free_from_non_pollutant,0.0073,False,P-vegan-04,Senza ingredienti di origine animale,False
intfloat/multilingual-e5-base,N-free_from_non_pollutant-06,neg,free_from_non_pollutant,0.0127,False,P-pollutant_free-02,Senza fosfati,False
intfloat/multilingual-e5-base,N-sales_rank-01,neg,sales_rank,-0.052,True,N-origin-02,Prodotto in Italia,False
intfloat/multilingual-e5-base,N-sales_rank-02,neg,sales_rank,-0.0038,True,N-sales_rank-01,N°1 in Italia,True
intfloat/multilingual-e5-base,N-sales_rank-03,neg,sales_rank,-0.0086,True,N-performance-06,Massima protezione e comfort,False
intfloat/multilingual-e5-base,N-natural_flavour-01,neg,natural_flavour,-0.0386,True,N-natural_flavour-02,Gusto naturale,True
intfloat/multilingual-e5-base,N-natural_flavour-02,neg,natural_flavour,-0.0354,True,N-natural_flavour-01,Aroma naturale,True
intfloat/multilingual-e5-base,N-natural_flavour-03,neg,natural_flavour,-0.0305,True,N-natural_flavour-01,Aroma naturale,True
intfloat/multilingual-e5-base,N-functional_packaging-01,neg,functional_packaging,-0.0345,True,N-functional_packaging-05,Confezione con apertura facilitata,True
intfloat/multilingual-e5-base,N-functional_packaging-02,neg,functional_packaging,0.0036,False,P-recycled_recyclable-01,Etichetta in carta riciclata,False
intfloat/multilingual-e5-base,N-functional_packaging-03,neg,functional_packaging,-0.0042,True,N-functional_packaging-01,Confezione salvafreschezza,True
intfloat/multilingual-e5-base,N-functional_packaging-04,neg,functional_packaging,0.0036,False,P-vague_supply_chain-01,Tracciabilità e sicurezza,False
intfloat/multilingual-e5-base,N-functional_packaging-05,neg,functional_packaging,-0.0426,True,N-functional_packaging-01,Confezione salvafreschezza,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-brand_eco_slogan-01,pos,brand_eco_slogan,0.0863,True,P-brand_eco_slogan-03,Fiorentini per l'ambiente,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-brand_eco_slogan-02,pos,brand_eco_slogan,0.2155,True,P-generic_green-09,Ho a cuore l'ambiente,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-brand_eco_slogan-03,pos,brand_eco_slogan,0.056,True,P-brand_eco_slogan-01,Rigoni di Asiago per l'ambiente,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-brand_eco_slogan-04,pos,brand_eco_slogan,0.1839,True,P-brand_eco_slogan-05,Gallo green,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-brand_eco_slogan-05,pos,brand_eco_slogan,0.1379,True,P-brand_eco_slogan-04,Vivi Verde,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-brand_eco_slogan-06,pos,brand_eco_slogan,-0.0247,False,N-functional_packaging-03,Tappo salvagoccia,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-brand_eco_slogan-07,pos,brand_eco_slogan,0.1399,True,P-generic_green-09,Ho a cuore l'ambiente,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-brand_eco_slogan-08,pos,brand_eco_slogan,0.0881,True,P-vegan-02,VEGANO,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-brand_eco_slogan-09,pos,brand_eco_slogan,0.3394,True,P-generic_green-02,gestito con ecosostenibilità,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-generic_green-01,pos,generic_green,-0.0148,False,N-free_from_non_pollutant-03,Senza lattosio,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-generic_green-02,pos,generic_green,0.4315,True,P-brand_eco_slogan-09,Progetto sostenibilità / Il Nostro Flacone Green,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-generic_green-03,pos,generic_green,0.2634,True,P-vague_supply_chain-03,Agricoltura sostenibile,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-generic_green-04,pos,generic_green,0.2588,True,P-generic_green-05,Il nostro impegno per te e per il pianeta,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-generic_green-05,pos,generic_green,0.3211,True,P-generic_green-04,Fai la differenziata per il pianeta,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-generic_green-06,pos,generic_green,0.1706,True,P-vegan-05,100% vegetale,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-generic_green-07,pos,generic_green,0.3083,True,P-generic_green-02,gestito con ecosostenibilità,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-generic_green-08,pos,generic_green,0.2336,True,P-recycled_recyclable-01,Etichetta in carta riciclata,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-generic_green-09,pos,generic_green,0.3338,True,P-brand_eco_slogan-02,Coop per l'ambiente,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-generic_green-10,pos,generic_green,0.1588,True,P-biodegradable-03,Capsule compostabili,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-vague_comparison-01,pos,vague_comparison,0.0339,True,P-vague_comparison-02,75% In meno di plastica,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-vague_comparison-02,pos,vague_comparison,0.2456,True,P-named_comparison-01,20% di plastica in meno rispetto al nostro flacone da 500 ml,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-vague_comparison-03,pos,vague_comparison,0.0531,True,P-vague_supply_chain-03,Agricoltura sostenibile,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-undefined_natural-01,pos,undefined_natural,0.1514,True,P-undefined_natural-03,94% Ingredienti di origine naturale,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-undefined_natural-02,pos,undefined_natural,0.23,True,P-undefined_natural-04,Prodotto con ingredienti di origine naturale,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-undefined_natural-03,pos,undefined_natural,0.2648,True,P-defined_term-01,96% Natural origin* ... water and naturally sourced ingredients with limited processing,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-undefined_natural-04,pos,undefined_natural,0.2526,True,P-undefined_natural-02,Ingredienti di origine naturale,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-climate_neutral-01,pos,climate_neutral,0.474,True,P-climate_neutral-02,Emissioni zero / Questa confezione è Carbon Neutral: ciò significa che neutralizziamo le emissioni di CO2 generate dalla sua produzione,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-climate_neutral-02,pos,climate_neutral,0.3036,True,P-climate_neutral-01,CO2 100% prodotto a impatto climatico neutralizzato,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-climate_neutral-03,pos,climate_neutral,0.077,True,P-climate_neutral-02,Emissioni zero / Questa confezione è Carbon Neutral: ciò significa che neutralizziamo le emissioni di CO2 generate dalla sua produzione,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-climate_neutral-04,pos,climate_neutral,0.4105,True,P-generic_green-02,gestito con ecosostenibilità,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-climate_neutral-05,pos,climate_neutral,0.2187,True,P-climate_neutral-02,Emissioni zero / Questa confezione è Carbon Neutral: ciò significa che neutralizziamo le emissioni di CO2 generate dalla sua produzione,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-vague_supply_chain-01,pos,vague_supply_chain,-0.2743,False,N-performance-06,Massima protezione e comfort,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-vague_supply_chain-02,pos,vague_supply_chain,0.0055,True,P-vague_supply_chain-03,Agricoltura sostenibile,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-vague_supply_chain-03,pos,vague_supply_chain,0.2363,True,P-generic_green-03,garantisce una produzione sostenibile in armonia con la natura,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-certification-01,pos,certification,0.0794,True,P-brand_eco_slogan-03,Fiorentini per l'ambiente,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-certification-02,pos,certification,0.1355,True,P-certification-04,Certificato Ecolabel UE,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-certification-03,pos,certification,0.0154,True,P-recycled_recyclable-01,Etichetta in carta riciclata,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-certification-04,pos,certification,0.1338,True,P-generic_green-02,gestito con ecosostenibilità,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-certification-05,pos,certification,0.018,True,P-certification-04,Certificato Ecolabel UE,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-recycled_recyclable-01,pos,recycled_recyclable,0.2677,True,P-generic_green-08,cannuccia di carta per ridurre l'impatto sull'ambiente,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-recycled_recyclable-02,pos,recycled_recyclable,0.1456,True,P-recycled_recyclable-01,Etichetta in carta riciclata,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-recycled_recyclable-03,pos,recycled_recyclable,0.1469,True,P-recycled_recyclable-04,Tappo riciclabile insieme alla bottiglia,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-recycled_recyclable-04,pos,recycled_recyclable,0.22,True,P-biodegradable-03,Capsule compostabili,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-biodegradable-01,pos,biodegradable,0.2663,True,P-biodegradable-02,Formula biodegradabile,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-biodegradable-02,pos,biodegradable,0.357,True,P-biodegradable-01,"Formula vegana & biodegradabile^ ... 99,9% formula biodegradabile",True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-biodegradable-03,pos,biodegradable,0.2265,True,P-recycled_recyclable-04,Tappo riciclabile insieme alla bottiglia,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-biodegradable-04,pos,biodegradable,-0.0177,False,N-health_nutrition-03,fonte di fibre,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-named_endorsement-01,pos,named_endorsement,0.0813,True,P-named_endorsement-02,Prodotto consigliato dall'Associazione Italiana Celiachia,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-named_endorsement-02,pos,named_endorsement,0.0339,True,P-named_endorsement-01,Approvata da A.I.Nut. - Associazione Italiana Nutrizionisti,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-named_endorsement-03,pos,named_endorsement,0.0642,True,P-vegan-02,VEGANO,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-vegan-01,pos,vegan,0.1166,True,P-vegan-04,Senza ingredienti di origine animale,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-vegan-02,pos,vegan,-0.2458,False,N-functional_packaging-03,Tappo salvagoccia,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-vegan-03,pos,vegan,0.1259,True,P-vegan-01,formula vegana** ... Nessun ingrediente o derivato di origine animale,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-vegan-04,pos,vegan,0.0387,True,P-vegan-01,formula vegana** ... Nessun ingrediente o derivato di origine animale,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-vegan-05,pos,vegan,0.1927,True,P-defined_term-03,"Naturale al 100%** ... **nessun ingrediente di sintesi, solo estratti vegetali e acqua",False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-farming_practice-01,pos,farming_practice,0.0074,True,P-generic_green-01,il latte amico dell'ambiente,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-farming_practice-02,pos,farming_practice,-0.1059,False,N-origin-03,Coltivati in Puglia,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-farming_practice-03,pos,farming_practice,0.0132,True,P-vegan-04,Senza ingredienti di origine animale,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-farming_practice-04,pos,farming_practice,0.0442,True,P-vegan-04,Senza ingredienti di origine animale,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-farming_practice-05,pos,farming_practice,-0.1634,False,N-functional_packaging-03,Tappo salvagoccia,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-defined_term-01,pos,defined_term,0.3318,True,P-defined_term-02,"Ingredienti di origine naturale* ... *il 95% degli ingredienti deriva da piante, minerali o acqua",True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-defined_term-02,pos,defined_term,0.3133,True,P-defined_term-01,96% Natural origin* ... water and naturally sourced ingredients with limited processing,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-defined_term-03,pos,defined_term,0.1498,True,P-undefined_natural-04,Prodotto con ingredienti di origine naturale,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-defined_term-04,pos,defined_term,0.1003,True,P-defined_term-01,96% Natural origin* ... water and naturally sourced ingredients with limited processing,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-risk_reduction-01,pos,risk_reduction,-0.0214,False,N-tests_tolerance-04,Adatto alle pelli sensibili,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-risk_reduction-02,pos,risk_reduction,0.2927,True,P-risk_reduction-03,Riduce il rischio di carie,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-risk_reduction-03,pos,risk_reduction,0.2954,True,P-risk_reduction-02,Aiuta a ridurre il rischio di arrossamenti,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-named_comparison-01,pos,named_comparison,0.2927,True,P-vague_comparison-02,75% In meno di plastica,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-named_comparison-02,pos,named_comparison,0.1839,True,P-named_comparison-01,20% di plastica in meno rispetto al nostro flacone da 500 ml,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-named_comparison-03,pos,named_comparison,0.4544,True,P-climate_neutral-01,CO2 100% prodotto a impatto climatico neutralizzato,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-pollutant_free-01,pos,pollutant_free,0.049,True,P-pollutant_free-04,Senza siliconi,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-pollutant_free-02,pos,pollutant_free,-0.0853,False,N-free_from_non_pollutant-06,Senza parabeni,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-pollutant_free-03,pos,pollutant_free,0.0145,True,P-vegan-02,VEGANO,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,P-pollutant_free-04,pos,pollutant_free,0.0137,True,P-pollutant_free-01,Senza microplastiche,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-health_nutrition-01,neg,health_nutrition,-0.1913,True,N-health_nutrition-02,Contiene curcuma che possiede proprietà antiossidanti,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-health_nutrition-02,neg,health_nutrition,-0.181,True,N-health_nutrition-01,Speziato e Antiossidante,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-health_nutrition-03,neg,health_nutrition,0.2331,False,P-biodegradable-04,Salviette in fibra 100% biodegradabile,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-health_nutrition-04,neg,health_nutrition,-0.0091,True,N-free_from_non_pollutant-02,Senza glutine,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-performance-01,neg,performance,0.0202,False,P-vague_supply_chain-01,Tracciabilità e sicurezza,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-performance-02,neg,performance,-0.0417,True,N-functional_packaging-03,Tappo salvagoccia,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-performance-03,neg,performance,0.0134,False,P-pollutant_free-03,Privo di PFAS,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-performance-04,neg,performance,0.053,False,P-pollutant_free-01,Senza microplastiche,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-performance-05,neg,performance,-0.1043,True,N-free_from_non_pollutant-04,Senza coloranti artificiali,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-performance-06,neg,performance,0.0681,False,P-vague_supply_chain-01,Tracciabilità e sicurezza,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-performance-07,neg,performance,-0.1586,True,N-natural_flavour-01,Aroma naturale,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-performance-08,neg,performance,-0.0229,True,N-tests_tolerance-04,Adatto alle pelli sensibili,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-tests_tolerance-01,neg,tests_tolerance,0.0103,False,P-risk_reduction-02,Aiuta a ridurre il rischio di arrossamenti,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-tests_tolerance-02,neg,tests_tolerance,-0.142,True,N-health_nutrition-01,Speziato e Antiossidante,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-tests_tolerance-03,neg,tests_tolerance,0.0611,False,P-risk_reduction-01,aiutano a ridurre il rischio di irritazione della pelle,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-tests_tolerance-04,neg,tests_tolerance,0.0661,False,P-risk_reduction-01,aiutano a ridurre il rischio di irritazione della pelle,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-tradition_history-01,neg,tradition_history,-0.1566,True,N-functional_packaging-01,Confezione salvafreschezza,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-tradition_history-02,neg,tradition_history,-0.0937,True,N-origin-02,Prodotto in Italia,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-tradition_history-03,neg,tradition_history,-0.0663,True,N-quality_scheme-03,Specialità Tradizionale Garantita,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-tradition_history-04,neg,tradition_history,-0.0398,True,N-functional_packaging-01,Confezione salvafreschezza,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-patents-01,neg,patents,0.0394,False,P-vegan-02,VEGANO,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-patents-02,neg,patents,0.0554,False,P-vegan-02,VEGANO,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-patents-03,neg,patents,0.0015,False,P-vegan-02,VEGANO,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-origin-01,neg,origin,-0.1631,True,N-origin-02,Prodotto in Italia,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-origin-02,neg,origin,0.0058,False,P-named_endorsement-02,Prodotto consigliato dall'Associazione Italiana Celiachia,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-origin-03,neg,origin,-0.0361,True,N-functional_packaging-03,Tappo salvagoccia,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-quality_scheme-01,neg,quality_scheme,-0.1646,True,N-quality_scheme-02,Prosciutto di Parma DOP,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-quality_scheme-02,neg,quality_scheme,-0.2399,True,N-quality_scheme-01,Parmigiano Reggiano DOP,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-quality_scheme-03,neg,quality_scheme,-0.0655,True,N-quality_scheme-04,Denominazione di Origine Protetta,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-quality_scheme-04,neg,quality_scheme,-0.0085,True,N-quality_scheme-03,Specialità Tradizionale Garantita,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-free_from_non_pollutant-01,neg,free_from_non_pollutant,-0.0075,True,N-free_from_non_pollutant-05,Senza zuccheri aggiunti,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-free_from_non_pollutant-02,neg,free_from_non_pollutant,-0.1767,True,N-free_from_non_pollutant-03,Senza lattosio,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-free_from_non_pollutant-03,neg,free_from_non_pollutant,-0.1139,True,N-free_from_non_pollutant-02,Senza glutine,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-free_from_non_pollutant-04,neg,free_from_non_pollutant,-0.1191,True,N-free_from_non_pollutant-01,Senza conservanti,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-free_from_non_pollutant-05,neg,free_from_non_pollutant,-0.1505,True,N-free_from_non_pollutant-02,Senza glutine,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-free_from_non_pollutant-06,neg,free_from_non_pollutant,-0.1311,True,N-free_from_non_pollutant-01,Senza conservanti,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-sales_rank-01,neg,sales_rank,-0.1489,True,N-origin-02,Prodotto in Italia,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-sales_rank-02,neg,sales_rank,0.0165,False,P-vegan-02,VEGANO,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-sales_rank-03,neg,sales_rank,-0.0735,True,N-tradition_history-04,le inimitabili ricette di famiglia,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-natural_flavour-01,neg,natural_flavour,-0.3282,True,N-natural_flavour-03,Con aromi naturali,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-natural_flavour-02,neg,natural_flavour,-0.1728,True,N-natural_flavour-03,Con aromi naturali,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-natural_flavour-03,neg,natural_flavour,-0.2191,True,N-natural_flavour-01,Aroma naturale,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-functional_packaging-01,neg,functional_packaging,-0.2666,True,N-functional_packaging-05,Confezione con apertura facilitata,True
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-functional_packaging-02,neg,functional_packaging,0.1601,False,P-generic_green-10,Eco pack 100% riciclabile - Con meno plastica,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-functional_packaging-03,neg,functional_packaging,0.1164,False,P-vegan-02,VEGANO,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-functional_packaging-04,neg,functional_packaging,0.0332,False,P-vague_supply_chain-01,Tracciabilità e sicurezza,False
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,N-functional_packaging-05,neg,functional_packaging,-0.3633,True,N-functional_packaging-01,Confezione salvafreschezza,True
